"OrderNumber";"OrderDate";"OrderStatus";"CustomerFirstName";"CustomerLastName";"CustomerEmail";"CategoryName";"ProductName";"SKU";"Quantity";"UnitPrice";"Discount";"LineTotal";"ShippingTotal";"GrandTotal"
"ORD-10857";"2008-01-28 07:00:00";"delivered";"Tom";"Higginbotham";"tom.higginbotham@example.com";"Condiments";"Product IMEHJ";"SKU-0003";"30";"10.00";"0.000";"300.00";"188.85";"2237.07"
"ORD-10856";"2008-01-28 07:00:00";"delivered";"John";"Peoples";"john.peoples@example.com";"Beverages";"Product RECZE";"SKU-0002";"20";"19.00";"0.000";"380.00";"58.43";"718.43"
"ORD-10854";"2008-01-27 07:00:00";"delivered";"John";"Kane";"john.kane@example.com";"Seafood";"Product POXFU";"SKU-0013";"65";"6.00";"0.150";"331.50";"100.22";"3066.72"
"ORD-10855";"2008-01-27 07:00:00";"delivered";"Anja";"Egelund-Muller";"anja.egelundmuller@example.com";"Condiments";"Product XYWBZ";"SKU-0065";"15";"21.05";"0.150";"268.39";"170.97";"2398.86"
"ORD-10855";"2008-01-27 07:00:00";"delivered";"Anja";"Egelund-Muller";"anja.egelundmuller@example.com";"Dairy Product";"Product XWOXC";"SKU-0031";"14";"12.50";"0.000";"175.00";"170.97";"2398.86"
"ORD-10853";"2008-01-27 07:00:00";"delivered";"Carole";"Poland";"carole.poland@example.com";"Seafood";"Product CKEDC";"SKU-0018";"10";"62.50";"0.000";"625.00";"53.83";"678.83"
"ORD-10855";"2008-01-27 07:00:00";"delivered";"Anja";"Egelund-Muller";"anja.egelundmuller@example.com";"Grains/Cereals";"Product VKCMF";"SKU-0056";"24";"38.00";"0.000";"912.00";"170.97";"2398.86"
"ORD-10854";"2008-01-27 07:00:00";"delivered";"John";"Kane";"john.kane@example.com";"Seafood";"Product YHXGE";"SKU-0010";"100";"31.00";"0.150";"2635.00";"100.22";"3066.72"
"ORD-10855";"2008-01-27 07:00:00";"delivered";"Anja";"Egelund-Muller";"anja.egelundmuller@example.com";"Confections";"Product PAFRH";"SKU-0016";"50";"17.45";"0.000";"872.50";"170.97";"2398.86"
"ORD-10851";"2008-01-26 07:00:00";"delivered";"Euan";"Garden";"euan.garden@example.com";"Grains/Cereals";"Product OVLQI";"SKU-0057";"10";"19.50";"0.050";"185.25";"160.55";"2763.55"
"ORD-10852";"2008-01-26 07:00:00";"delivered";"Michael";"Moore";"michael.moore@example.com";"Confections";"Product WUXYK";"SKU-0062";"50";"49.30";"0.000";"2465.00";"174.05";"3158.05"
"ORD-10851";"2008-01-26 07:00:00";"delivered";"Euan";"Garden";"euan.garden@example.com";"Beverages";"Product RECZE";"SKU-0002";"5";"19.00";"0.050";"90.25";"160.55";"2763.55"
"ORD-10852";"2008-01-26 07:00:00";"delivered";"Michael";"Moore";"michael.moore@example.com";"Meat/Poultry";"Product BLCAX";"SKU-0017";"6";"39.00";"0.000";"234.00";"174.05";"3158.05"
"ORD-10852";"2008-01-26 07:00:00";"delivered";"Michael";"Moore";"michael.moore@example.com";"Beverages";"Product RECZE";"SKU-0002";"15";"19.00";"0.000";"285.00";"174.05";"3158.05"
"ORD-10851";"2008-01-26 07:00:00";"delivered";"Euan";"Garden";"euan.garden@example.com";"Confections";"Product LYLNI";"SKU-0025";"10";"14.00";"0.050";"133.00";"160.55";"2763.55"
"ORD-10851";"2008-01-26 07:00:00";"delivered";"Euan";"Garden";"euan.garden@example.com";"Dairy Product";"Product UKXRI";"SKU-0059";"42";"55.00";"0.050";"2194.50";"160.55";"2763.55"
"ORD-10848";"2008-01-23 07:00:00";"delivered";"Dana";"Birkby";"dana.birkby@example.com";"Meat/Poultry";"Product AOZBW";"SKU-0009";"3";"97.00";"0.000";"291.00";"38.24";"969.74"
"ORD-10850";"2008-01-23 07:00:00";"delivered";"Sittichai";"Tuntisangaroon";"sittichai.tuntisangaroon@example.com";"Dairy Product";"Product ASTMN";"SKU-0033";"4";"2.50";"0.150";"8.50";"49.19";"678.19"
"ORD-10850";"2008-01-23 07:00:00";"delivered";"Sittichai";"Tuntisangaroon";"sittichai.tuntisangaroon@example.com";"Beverages";"Product TOONT";"SKU-0070";"30";"15.00";"0.150";"382.50";"49.19";"678.19"
"ORD-10849";"2008-01-23 07:00:00";"delivered";"Lolan";"Song";"lolan.song@example.com";"Confections";"Product HLGZA";"SKU-0026";"18";"31.23";"0.150";"477.82";"0.56";"968.38"
"ORD-10848";"2008-01-23 07:00:00";"delivered";"Dana";"Birkby";"dana.birkby@example.com";"Condiments";"Product EPEIM";"SKU-0005";"30";"21.35";"0.000";"640.50";"38.24";"969.74"
"ORD-10849";"2008-01-23 07:00:00";"delivered";"Lolan";"Song";"lolan.song@example.com";"Condiments";"Product IMEHJ";"SKU-0003";"49";"10.00";"0.000";"490.00";"0.56";"968.38"
"ORD-10850";"2008-01-23 07:00:00";"delivered";"Sittichai";"Tuntisangaroon";"sittichai.tuntisangaroon@example.com";"Confections";"Product LYLNI";"SKU-0025";"20";"14.00";"0.150";"238.00";"49.19";"678.19"
"ORD-10847";"2008-01-22 07:00:00";"delivered";"Tomás";"Navarro";"tomas.navarro@example.com";"Beverages";"Product HHYDP";"SKU-0001";"80";"18.00";"0.200";"1152.00";"487.57";"5419.49"
"ORD-10846";"2008-01-22 07:00:00";"delivered";"Katrin";"Gulbis";"katrin.gulbis@example.com";"Beverages";"Product TOONT";"SKU-0070";"30";"15.00";"0.000";"450.00";"56.46";"1168.46"
"ORD-10847";"2008-01-22 07:00:00";"delivered";"Tomás";"Navarro";"tomas.navarro@example.com";"Confections";"Product XKXDO";"SKU-0019";"12";"9.20";"0.200";"88.32";"487.57";"5419.49"
"ORD-10847";"2008-01-22 07:00:00";"delivered";"Tomás";"Navarro";"tomas.navarro@example.com";"Seafood";"Product AQOKR";"SKU-0045";"36";"9.50";"0.200";"273.60";"487.57";"5419.49"
"ORD-10847";"2008-01-22 07:00:00";"delivered";"Tomás";"Navarro";"tomas.navarro@example.com";"Dairy Product";"Product WHBYK";"SKU-0060";"45";"34.00";"0.200";"1224.00";"487.57";"5419.49"
"ORD-10847";"2008-01-22 07:00:00";"delivered";"Tomás";"Navarro";"tomas.navarro@example.com";"Dairy Product";"Product MYMOI";"SKU-0071";"55";"21.50";"0.200";"946.00";"487.57";"5419.49"
"ORD-10847";"2008-01-22 07:00:00";"delivered";"Tomás";"Navarro";"tomas.navarro@example.com";"Seafood";"Product EVFFA";"SKU-0037";"60";"26.00";"0.200";"1248.00";"487.57";"5419.49"
"ORD-10846";"2008-01-22 07:00:00";"delivered";"Katrin";"Gulbis";"katrin.gulbis@example.com";"Condiments";"Product KSBRM";"SKU-0004";"21";"22.00";"0.000";"462.00";"56.46";"1168.46"
"ORD-10846";"2008-01-22 07:00:00";"delivered";"Katrin";"Gulbis";"katrin.gulbis@example.com";"Produce";"Product BKAZJ";"SKU-0074";"20";"10.00";"0.000";"200.00";"56.46";"1168.46"
"ORD-10845";"2008-01-21 07:00:00";"delivered";"Giorgio";"Veronesi";"giorgio.veronesi@example.com";"Beverages";"Product NEVTJ";"SKU-0035";"25";"18.00";"0.100";"405.00";"212.98";"4025.68"
"ORD-10845";"2008-01-21 07:00:00";"delivered";"Giorgio";"Veronesi";"giorgio.veronesi@example.com";"Grains/Cereals";"Product RJVNM";"SKU-0042";"42";"14.00";"0.100";"529.20";"212.98";"4025.68"
"ORD-10844";"2008-01-21 07:00:00";"delivered";"Tosh";"Meston";"tosh.meston@example.com";"Grains/Cereals";"Product CPHFY";"SKU-0022";"35";"21.00";"0.000";"735.00";"25.22";"760.22"
"ORD-10845";"2008-01-21 07:00:00";"delivered";"Giorgio";"Veronesi";"giorgio.veronesi@example.com";"Seafood";"Product ACRVI";"SKU-0058";"60";"13.25";"0.100";"715.50";"212.98";"4025.68"
"ORD-10845";"2008-01-21 07:00:00";"delivered";"Giorgio";"Veronesi";"giorgio.veronesi@example.com";"Grains/Cereals";"Product JLUDZ";"SKU-0023";"70";"9.00";"0.100";"567.00";"212.98";"4025.68"
"ORD-10845";"2008-01-21 07:00:00";"delivered";"Giorgio";"Veronesi";"giorgio.veronesi@example.com";"Grains/Cereals";"Product HCQDE";"SKU-0064";"48";"33.25";"0.000";"1596.00";"212.98";"4025.68"
"ORD-10843";"2008-01-21 07:00:00";"delivered";"Sittichai";"Tuntisangaroon";"sittichai.tuntisangaroon@example.com";"Produce";"Product APITJ";"SKU-0051";"4";"53.00";"0.250";"159.00";"9.26";"168.26"
"ORD-10842";"2008-01-20 07:00:00";"delivered";"Jens";"Geschwandtner";"jens.geschwandtner@example.com";"Beverages";"Product ZZZHR";"SKU-0043";"5";"46.00";"0.000";"230.00";"54.42";"1029.42"
"ORD-10841";"2008-01-20 07:00:00";"delivered";"Katrin";"Gulbis";"katrin.gulbis@example.com";"Grains/Cereals";"Product VKCMF";"SKU-0056";"30";"38.00";"0.000";"1140.00";"424.30";"5005.30"
"ORD-10841";"2008-01-20 07:00:00";"delivered";"Katrin";"Gulbis";"katrin.gulbis@example.com";"Seafood";"Product YHXGE";"SKU-0010";"16";"31.00";"0.000";"496.00";"424.30";"5005.30"
"ORD-10841";"2008-01-20 07:00:00";"delivered";"Katrin";"Gulbis";"katrin.gulbis@example.com";"Condiments";"Product LUNZZ";"SKU-0077";"15";"13.00";"0.000";"195.00";"424.30";"5005.30"
"ORD-10842";"2008-01-20 07:00:00";"delivered";"Jens";"Geschwandtner";"jens.geschwandtner@example.com";"Dairy Product";"Product QMVUN";"SKU-0011";"15";"21.00";"0.000";"315.00";"54.42";"1029.42"
"ORD-10842";"2008-01-20 07:00:00";"delivered";"Jens";"Geschwandtner";"jens.geschwandtner@example.com";"Confections";"Product TBTBL";"SKU-0068";"20";"12.50";"0.000";"250.00";"54.42";"1029.42"
"ORD-10841";"2008-01-20 07:00:00";"delivered";"Katrin";"Gulbis";"katrin.gulbis@example.com";"Dairy Product";"Product UKXRI";"SKU-0059";"50";"55.00";"0.000";"2750.00";"424.30";"5005.30"
"ORD-10842";"2008-01-20 07:00:00";"delivered";"Jens";"Geschwandtner";"jens.geschwandtner@example.com";"Beverages";"Product TOONT";"SKU-0070";"12";"15.00";"0.000";"180.00";"54.42";"1029.42"
"ORD-10840";"2008-01-19 07:00:00";"delivered";"Cornel";"Lupu";"cornel.lupu@example.com";"Beverages";"Product LSOFL";"SKU-0039";"10";"18.00";"0.200";"144.00";"2.71";"213.91"
"ORD-10838";"2008-01-19 07:00:00";"delivered";"Cornel";"Lupu";"cornel.lupu@example.com";"Seafood";"Product CKEDC";"SKU-0018";"25";"62.50";"0.250";"1171.88";"59.28";"1997.66"
"ORD-10838";"2008-01-19 07:00:00";"delivered";"Cornel";"Lupu";"cornel.lupu@example.com";"Seafood";"Product GMKIJ";"SKU-0036";"50";"19.00";"0.250";"712.50";"59.28";"1997.66"
"ORD-10839";"2008-01-19 07:00:00";"delivered";"Jean-Philippe";"Nagel";"jeanphilippe.nagel@example.com";"Seafood";"Product ACRVI";"SKU-0058";"30";"13.25";"0.100";"357.75";"35.43";"862.98"
"ORD-10840";"2008-01-19 07:00:00";"delivered";"Cornel";"Lupu";"cornel.lupu@example.com";"Confections";"Product LYLNI";"SKU-0025";"6";"14.00";"0.200";"67.20";"2.71";"213.91"
"ORD-10839";"2008-01-19 07:00:00";"delivered";"Jean-Philippe";"Nagel";"jeanphilippe.nagel@example.com";"Dairy Product";"Product GEEOO";"SKU-0072";"15";"34.80";"0.100";"469.80";"35.43";"862.98"
"ORD-10838";"2008-01-19 07:00:00";"delivered";"Cornel";"Lupu";"cornel.lupu@example.com";"Beverages";"Product HHYDP";"SKU-0001";"4";"18.00";"0.250";"54.00";"59.28";"1997.66"
"ORD-10837";"2008-01-16 07:00:00";"delivered";"Tom";"Higginbotham";"tom.higginbotham@example.com";"Seafood";"Product YZIXQ";"SKU-0040";"25";"18.40";"0.000";"460.00";"13.32";"1077.82"
"ORD-10836";"2008-01-16 07:00:00";"delivered";"John";"Kane";"john.kane@example.com";"Grains/Cereals";"Product OVLQI";"SKU-0057";"24";"19.50";"0.000";"468.00";"411.88";"5117.38"
"ORD-10837";"2008-01-16 07:00:00";"delivered";"Tom";"Higginbotham";"tom.higginbotham@example.com";"Confections";"Product EZZPR";"SKU-0047";"40";"9.50";"0.250";"285.00";"13.32";"1077.82"
"ORD-10836";"2008-01-16 07:00:00";"delivered";"John";"Kane";"john.kane@example.com";"Grains/Cereals";"Product CPHFY";"SKU-0022";"52";"21.00";"0.000";"1092.00";"411.88";"5117.38"
"ORD-10836";"2008-01-16 07:00:00";"delivered";"John";"Kane";"john.kane@example.com";"Dairy Product";"Product WHBYK";"SKU-0060";"60";"34.00";"0.000";"2040.00";"411.88";"5117.38"
"ORD-10837";"2008-01-16 07:00:00";"delivered";"Tom";"Higginbotham";"tom.higginbotham@example.com";"Beverages";"Product JYGFE";"SKU-0076";"21";"18.00";"0.250";"283.50";"13.32";"1077.82"
"ORD-10836";"2008-01-16 07:00:00";"delivered";"John";"Kane";"john.kane@example.com";"Grains/Cereals";"Product HCQDE";"SKU-0064";"30";"33.25";"0.000";"997.50";"411.88";"5117.38"
"ORD-10837";"2008-01-16 07:00:00";"delivered";"Tom";"Higginbotham";"tom.higginbotham@example.com";"Seafood";"Product POXFU";"SKU-0013";"6";"6.00";"0.000";"36.00";"13.32";"1077.82"
"ORD-10836";"2008-01-16 07:00:00";"delivered";"John";"Kane";"john.kane@example.com";"Beverages";"Product NEVTJ";"SKU-0035";"6";"18.00";"0.000";"108.00";"411.88";"5117.38"
"ORD-10833";"2008-01-15 07:00:00";"delivered";"Nadejda";"Marinova";"nadejda.marinova@example.com";"Dairy Product";"Product XWOXC";"SKU-0031";"9";"12.50";"0.100";"101.25";"71.49";"978.42"
"ORD-10833";"2008-01-15 07:00:00";"delivered";"Nadejda";"Marinova";"nadejda.marinova@example.com";"Meat/Poultry";"Product BKGEA";"SKU-0053";"9";"32.80";"0.100";"265.68";"71.49";"978.42"
"ORD-10835";"2008-01-15 07:00:00";"delivered";"Michael";"Allen";"michael.allen@example.com";"Condiments";"Product LUNZZ";"SKU-0077";"2";"13.00";"0.200";"20.80";"69.53";"915.33"
"ORD-10834";"2008-01-15 07:00:00";"delivered";"Jean-Philippe";"Nagel";"jeanphilippe.nagel@example.com";"Meat/Poultry";"Product VJXYN";"SKU-0029";"8";"123.79";"0.050";"940.80";"29.78";"1462.49"
"ORD-10834";"2008-01-15 07:00:00";"delivered";"Jean-Philippe";"Nagel";"jeanphilippe.nagel@example.com";"Seafood";"Product LYERX";"SKU-0030";"20";"25.89";"0.050";"491.91";"29.78";"1462.49"
"ORD-10835";"2008-01-15 07:00:00";"delivered";"Michael";"Allen";"michael.allen@example.com";"Dairy Product";"Product UKXRI";"SKU-0059";"15";"55.00";"0.000";"825.00";"69.53";"915.33"
"ORD-10833";"2008-01-15 07:00:00";"delivered";"Nadejda";"Marinova";"nadejda.marinova@example.com";"Produce";"Product HMLNI";"SKU-0007";"20";"30.00";"0.100";"540.00";"71.49";"978.42"
"ORD-10832";"2008-01-14 07:00:00";"delivered";"Tim";"Litton";"tim.litton@example.com";"Confections";"Product LYLNI";"SKU-0025";"10";"14.00";"0.200";"112.00";"43.26";"518.37"
"ORD-10831";"2008-01-14 07:00:00";"delivered";"Kaspars";"Ginters";"kaspars.ginters@example.com";"Beverages";"Product QDOMO";"SKU-0038";"8";"263.50";"0.000";"2108.00";"72.19";"2756.59"
"ORD-10832";"2008-01-14 07:00:00";"delivered";"Tim";"Litton";"tim.litton@example.com";"Condiments";"Product VJIEO";"SKU-0044";"16";"19.45";"0.200";"248.96";"43.26";"518.37"
"ORD-10832";"2008-01-14 07:00:00";"delivered";"Tim";"Litton";"tim.litton@example.com";"Grains/Cereals";"Product HCQDE";"SKU-0064";"3";"33.25";"0.000";"99.75";"43.26";"518.37"
"ORD-10832";"2008-01-14 07:00:00";"delivered";"Tim";"Litton";"tim.litton@example.com";"Seafood";"Product POXFU";"SKU-0013";"3";"6.00";"0.200";"14.40";"43.26";"518.37"
"ORD-10831";"2008-01-14 07:00:00";"delivered";"Kaspars";"Ginters";"kaspars.ginters@example.com";"Beverages";"Product NEVTJ";"SKU-0035";"8";"18.00";"0.000";"144.00";"72.19";"2756.59"
"ORD-10831";"2008-01-14 07:00:00";"delivered";"Kaspars";"Ginters";"kaspars.ginters@example.com";"Beverages";"Product ZZZHR";"SKU-0043";"9";"46.00";"0.000";"414.00";"72.19";"2756.59"
"ORD-10831";"2008-01-14 07:00:00";"delivered";"Kaspars";"Ginters";"kaspars.ginters@example.com";"Confections";"Product XKXDO";"SKU-0019";"2";"9.20";"0.000";"18.40";"72.19";"2756.59"
"ORD-10829";"2008-01-13 07:00:00";"delivered";"Frank";"Lee";"frank.lee@example.com";"Dairy Product";"Product WHBYK";"SKU-0060";"21";"34.00";"0.000";"714.00";"154.72";"1918.72"
"ORD-10828";"2008-01-13 07:00:00";"delivered";"Lawrie";"Gaffney";"lawrie.gaffney@example.com";"Beverages";"Product QDOMO";"SKU-0038";"2";"263.50";"0.000";"527.00";"90.85";"1022.85"
"ORD-10828";"2008-01-13 07:00:00";"delivered";"Lawrie";"Gaffney";"lawrie.gaffney@example.com";"Confections";"Product QHFFP";"SKU-0020";"5";"81.00";"0.000";"405.00";"90.85";"1022.85"
"ORD-10830";"2008-01-13 07:00:00";"delivered";"Jean-Philippe";"Nagel";"jeanphilippe.nagel@example.com";"Dairy Product";"Product WHBYK";"SKU-0060";"30";"34.00";"0.000";"1020.00";"81.83";"2055.83"
"ORD-10830";"2008-01-13 07:00:00";"delivered";"Jean-Philippe";"Nagel";"jeanphilippe.nagel@example.com";"Confections";"Product TBTBL";"SKU-0068";"24";"12.50";"0.000";"300.00";"81.83";"2055.83"
"ORD-10830";"2008-01-13 07:00:00";"delivered";"Jean-Philippe";"Nagel";"jeanphilippe.nagel@example.com";"Condiments";"Product VAIIV";"SKU-0006";"6";"25.00";"0.000";"150.00";"81.83";"2055.83"
"ORD-10829";"2008-01-13 07:00:00";"delivered";"Frank";"Lee";"frank.lee@example.com";"Seafood";"Product POXFU";"SKU-0013";"10";"6.00";"0.000";"60.00";"154.72";"1918.72"
"ORD-10829";"2008-01-13 07:00:00";"delivered";"Frank";"Lee";"frank.lee@example.com";"Beverages";"Product RECZE";"SKU-0002";"10";"19.00";"0.000";"190.00";"154.72";"1918.72"
"ORD-10829";"2008-01-13 07:00:00";"delivered";"Frank";"Lee";"frank.lee@example.com";"Condiments";"Product WVJFP";"SKU-0008";"20";"40.00";"0.000";"800.00";"154.72";"1918.72"
"ORD-10830";"2008-01-13 07:00:00";"delivered";"Jean-Philippe";"Nagel";"jeanphilippe.nagel@example.com";"Beverages";"Product LSOFL";"SKU-0039";"28";"18.00";"0.000";"504.00";"81.83";"2055.83"
"ORD-10826";"2008-01-12 07:00:00";"delivered";"Dushyant";"Bansal";"dushyant.bansal@example.com";"Grains/Cereals";"Product OVLQI";"SKU-0057";"15";"19.50";"0.000";"292.50";"7.09";"737.09"
"ORD-10827";"2008-01-12 07:00:00";"delivered";"Amritansh";"Raghav";"amritansh.raghav@example.com";"Seafood";"Product YHXGE";"SKU-0010";"15";"31.00";"0.000";"465.00";"63.54";"906.54"
"ORD-10827";"2008-01-12 07:00:00";"delivered";"Amritansh";"Raghav";"amritansh.raghav@example.com";"Beverages";"Product LSOFL";"SKU-0039";"21";"18.00";"0.000";"378.00";"63.54";"906.54"
"ORD-10826";"2008-01-12 07:00:00";"delivered";"Dushyant";"Bansal";"dushyant.bansal@example.com";"Dairy Product";"Product XWOXC";"SKU-0031";"35";"12.50";"0.000";"437.50";"7.09";"737.09"
"ORD-10825";"2008-01-09 07:00:00";"delivered";"TiAnna";"Jones";"tianna.jones@example.com";"Meat/Poultry";"Product BKGEA";"SKU-0053";"20";"32.80";"0.000";"656.00";"79.25";"1110.01"
"ORD-10823";"2008-01-09 07:00:00";"delivered";"Marlies";"Dressler";"marlies.dressler@example.com";"Condiments";"Product LUNZZ";"SKU-0077";"15";"13.00";"0.100";"175.50";"163.97";"2989.97"
"ORD-10823";"2008-01-09 07:00:00";"delivered";"Marlies";"Dressler";"marlies.dressler@example.com";"Dairy Product";"Product QMVUN";"SKU-0011";"20";"21.00";"0.100";"378.00";"163.97";"2989.97"
"ORD-10825";"2008-01-09 07:00:00";"delivered";"TiAnna";"Jones";"tianna.jones@example.com";"Confections";"Product HLGZA";"SKU-0026";"12";"31.23";"0.000";"374.76";"79.25";"1110.01"
"ORD-10823";"2008-01-09 07:00:00";"delivered";"Marlies";"Dressler";"marlies.dressler@example.com";"Dairy Product";"Product UKXRI";"SKU-0059";"40";"55.00";"0.100";"1980.00";"163.97";"2989.97"
"ORD-10824";"2008-01-09 07:00:00";"delivered";"Patricia";"San Juan";"patricia.sanjuan@example.com";"Seafood";"Product TTEEX";"SKU-0041";"12";"9.65";"0.000";"115.80";"1.23";"252.03"
"ORD-10824";"2008-01-09 07:00:00";"delivered";"Patricia";"San Juan";"patricia.sanjuan@example.com";"Beverages";"Product TOONT";"SKU-0070";"9";"15.00";"0.000";"135.00";"1.23";"252.03"
"ORD-10823";"2008-01-09 07:00:00";"delivered";"Marlies";"Dressler";"marlies.dressler@example.com";"Grains/Cereals";"Product OVLQI";"SKU-0057";"15";"19.50";"0.000";"292.50";"163.97";"2989.97"
"ORD-10822";"2008-01-08 07:00:00";"delivered";"Tjeerd";"Veninga";"tjeerd.veninga@example.com";"Confections";"Product WUXYK";"SKU-0062";"3";"49.30";"0.000";"147.90";"7.00";"244.90"
"ORD-10821";"2008-01-08 07:00:00";"delivered";"Agnieszka";"Wojciechowska";"agnieszka.wojciechowska@example.com";"Beverages";"Product NEVTJ";"SKU-0035";"20";"18.00";"0.000";"360.00";"36.68";"714.68"
"ORD-10822";"2008-01-08 07:00:00";"delivered";"Tjeerd";"Veninga";"tjeerd.veninga@example.com";"Beverages";"Product TOONT";"SKU-0070";"6";"15.00";"0.000";"90.00";"7.00";"244.90"
"ORD-10821";"2008-01-08 07:00:00";"delivered";"Agnieszka";"Wojciechowska";"agnieszka.wojciechowska@example.com";"Produce";"Product APITJ";"SKU-0051";"6";"53.00";"0.000";"318.00";"36.68";"714.68"
"ORD-10820";"2008-01-07 07:00:00";"delivered";"Michael";"Moore";"michael.moore@example.com";"Grains/Cereals";"Product VKCMF";"SKU-0056";"30";"38.00";"0.000";"1140.00";"37.52";"1177.52"
"ORD-10818";"2008-01-07 07:00:00";"delivered";"Bernard";"Duerr";"bernard.duerr@example.com";"Dairy Product";"Product NUNAW";"SKU-0032";"20";"32.00";"0.000";"640.00";"65.48";"898.48"
"ORD-10819";"2008-01-07 07:00:00";"delivered";"Mike";"Ray";"mike.ray@example.com";"Beverages";"Product BWRLG";"SKU-0075";"20";"7.75";"0.000";"155.00";"19.76";"496.76"
"ORD-10818";"2008-01-07 07:00:00";"delivered";"Bernard";"Duerr";"bernard.duerr@example.com";"Seafood";"Product TTEEX";"SKU-0041";"20";"9.65";"0.000";"193.00";"65.48";"898.48"
"ORD-10819";"2008-01-07 07:00:00";"delivered";"Mike";"Ray";"mike.ray@example.com";"Beverages";"Product ZZZHR";"SKU-0043";"7";"46.00";"0.000";"322.00";"19.76";"496.76"
"ORD-10816";"2008-01-06 07:00:00";"delivered";"Venky";"Krishnan";"venky.krishnan@example.com";"Beverages";"Product QDOMO";"SKU-0038";"30";"263.50";"0.050";"7509.75";"719.78";"9166.23"
"ORD-10817";"2008-01-06 07:00:00";"delivered";"Lolan";"Song";"lolan.song@example.com";"Confections";"Product WUXYK";"SKU-0062";"25";"49.30";"0.150";"1047.63";"306.07";"11258.92"
"ORD-10817";"2008-01-06 07:00:00";"delivered";"Lolan";"Song";"lolan.song@example.com";"Beverages";"Product QDOMO";"SKU-0038";"30";"263.50";"0.000";"7905.00";"306.07";"11258.92"
"ORD-10817";"2008-01-06 07:00:00";"delivered";"Lolan";"Song";"lolan.song@example.com";"Confections";"Product HLGZA";"SKU-0026";"40";"31.23";"0.150";"1061.82";"306.07";"11258.92"
"ORD-10816";"2008-01-06 07:00:00";"delivered";"Venky";"Krishnan";"venky.krishnan@example.com";"Confections";"Product WUXYK";"SKU-0062";"20";"49.30";"0.050";"936.70";"719.78";"9166.23"
"ORD-10817";"2008-01-06 07:00:00";"delivered";"Lolan";"Song";"lolan.song@example.com";"Seafood";"Product YZIXQ";"SKU-0040";"60";"18.40";"0.150";"938.40";"306.07";"11258.92"
"ORD-10815";"2008-01-05 07:00:00";"delivered";"Tomás";"Navarro";"tomas.navarro@example.com";"Dairy Product";"Product ASTMN";"SKU-0033";"16";"2.50";"0.000";"40.00";"14.62";"54.62"
"ORD-10814";"2008-01-05 07:00:00";"delivered";"Sittichai";"Tuntisangaroon";"sittichai.tuntisangaroon@example.com";"Condiments";"Product XYZPE";"SKU-0061";"30";"28.50";"0.150";"726.75";"130.94";"1919.39"
"ORD-10813";"2008-01-05 07:00:00";"delivered";"Euan";"Garden";"euan.garden@example.com";"Seafood";"Product CBRRL";"SKU-0046";"35";"12.00";"0.000";"420.00";"47.38";"649.78"
"ORD-10813";"2008-01-05 07:00:00";"delivered";"Euan";"Garden";"euan.garden@example.com";"Beverages";"Product RECZE";"SKU-0002";"12";"19.00";"0.200";"182.40";"47.38";"649.78"
"ORD-10814";"2008-01-05 07:00:00";"delivered";"Sittichai";"Tuntisangaroon";"sittichai.tuntisangaroon@example.com";"Seafood";"Product TTEEX";"SKU-0041";"20";"9.65";"0.000";"193.00";"130.94";"1919.39"
"ORD-10814";"2008-01-05 07:00:00";"delivered";"Sittichai";"Tuntisangaroon";"sittichai.tuntisangaroon@example.com";"Confections";"Product MYNXN";"SKU-0048";"8";"12.75";"0.150";"86.70";"130.94";"1919.39"
"ORD-10814";"2008-01-05 07:00:00";"delivered";"Sittichai";"Tuntisangaroon";"sittichai.tuntisangaroon@example.com";"Beverages";"Product ZZZHR";"SKU-0043";"20";"46.00";"0.150";"782.00";"130.94";"1919.39"
"ORD-10811";"2008-01-02 07:00:00";"delivered";"Cornel";"Lupu";"cornel.lupu@example.com";"Grains/Cereals";"Product JLUDZ";"SKU-0023";"18";"9.00";"0.000";"162.00";"31.22";"883.22"
"ORD-10812";"2008-01-02 07:00:00";"delivered";"Florian";"Voss";"florian.voss@example.com";"Dairy Product";"Product GEEOO";"SKU-0072";"40";"34.80";"0.100";"1252.80";"59.78";"1752.58"
"ORD-10811";"2008-01-02 07:00:00";"delivered";"Cornel";"Lupu";"cornel.lupu@example.com";"Confections";"Product XKXDO";"SKU-0019";"15";"9.20";"0.000";"138.00";"31.22";"883.22"
"ORD-10812";"2008-01-02 07:00:00";"delivered";"Florian";"Voss";"florian.voss@example.com";"Dairy Product";"Product XWOXC";"SKU-0031";"16";"12.50";"0.100";"180.00";"59.78";"1752.58"
"ORD-10811";"2008-01-02 07:00:00";"delivered";"Cornel";"Lupu";"cornel.lupu@example.com";"Seafood";"Product YZIXQ";"SKU-0040";"30";"18.40";"0.000";"552.00";"31.22";"883.22"
"ORD-10812";"2008-01-02 07:00:00";"delivered";"Florian";"Voss";"florian.voss@example.com";"Condiments";"Product LUNZZ";"SKU-0077";"20";"13.00";"0.000";"260.00";"59.78";"1752.58"
"ORD-10810";"2008-01-01 07:00:00";"delivered";"Dominik";"Steiner";"dominik.steiner@example.com";"Confections";"Product LYLNI";"SKU-0025";"5";"14.00";"0.000";"70.00";"4.33";"191.33"
"ORD-10808";"2008-01-01 07:00:00";"delivered";"Anja";"Egelund-Muller";"anja.egelundmuller@example.com";"Beverages";"Product JYGFE";"SKU-0076";"50";"18.00";"0.150";"765.00";"45.53";"1456.53"
